ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
2.08954,8.46889,4.72077,-0.00932,-0.00506,-0.01997,386065,2016-04-04 00:05:25:210
2.11348,8.43118,4.72675,-0.01305,-0.00799,-0.01917,386165,2016-04-04 00:05:25:310
2.07039,8.43896,4.65912,0.01651,-5.3E-4,-0.02929,386265,2016-04-04 00:05:25:410
2.05183,8.47847,4.68306,0.01651,-5.3E-4,-0.02929,386365,2016-04-04 00:05:25:510
2.08116,8.44555,4.72256,-0.01092,-0.00586,-0.01731,386466,2016-04-04 00:05:25:611
2.13503,8.46949,4.5424,0.06072,0.00852,-0.04394,386565,2016-04-04 00:05:25:710
2.13503,8.46949,4.5424,0.03302,-0.00133,-0.02743,386665,2016-04-04 00:05:25:810
2.04525,8.51139,4.66989,0.04607,-0.0032,-0.02663,386765,2016-04-04 00:05:25:910
2.09074,8.57364,4.51487,0.02716,-0.00479,-0.01571,386865,2016-04-04 00:05:26:010
2.07757,8.55927,4.56275,0.02716,-0.00479,-0.01571,386965,2016-04-04 00:05:26:110
2.08595,8.56765,4.46938,0.01252,-0.00213,-0.0245,387065,2016-04-04 00:05:26:210
2.10271,8.56406,4.45501,-0.01332,-0.00346,-0.03302,387165,2016-04-04 00:05:26:310
2.10271,8.56406,4.45501,-0.00666,-0.0024,-0.02637,387265,2016-04-04 00:05:26:410
2.07517,8.52575,4.4598,-0.01012,-0.00426,-0.01917,387365,2016-04-04 00:05:26:510
2.1075,8.55748,4.50349,-0.02583,-0.0024,-0.02663,387465,2016-04-04 00:05:26:610
2.06979,8.55987,4.57951,-0.02583,-0.0024,-0.02663,387566,2016-04-04 00:05:26:711
2.06141,8.55688,4.48434,-0.0024,-0.00613,-0.02077,387666,2016-04-04 00:05:26:811
2.08774,8.52456,4.58968,-0.05619,-0.00959,-0.01784,387765,2016-04-04 00:05:26:910
2.08774,8.52456,4.58968,-0.05619,-0.00985,-0.02503,387865,2016-04-04 00:05:27:010
2.07877,8.49164,4.6657,-0.03462,-0.00533,-0.02477,387966,2016-04-04 00:05:27:111
2.12007,8.46111,4.56095,-0.04687,-0.00479,-0.02104,388065,2016-04-04 00:05:27:210
2.12605,8.43777,4.78481,-0.00399,-8.0E-4,-0.03569,388165,2016-04-04 00:05:27:310
2.11468,8.41981,4.70161,-0.00399,-8.0E-4,-0.03569,388265,2016-04-04 00:05:27:410
2.11827,8.48206,4.64595,-0.02876,-0.00399,-0.01358,388365,2016-04-04 00:05:27:510
2.05842,8.40724,4.69264,-0.00959,-0.0016,-0.03089,388465,2016-04-04 00:05:27:610
2.05842,8.40724,4.69264,-0.01625,-0.00559,-0.01944,388565,2016-04-04 00:05:27:710
2.10929,8.42579,4.73513,-0.00959,-0.00293,-0.02317,388665,2016-04-04 00:05:27:810
2.08834,8.44196,4.7471,-0.00746,-0.00293,-0.02823,388765,2016-04-04 00:05:27:910
2.07936,8.40485,4.72436,-0.00746,-0.00293,-0.02823,388865,2016-04-04 00:05:28:010
2.05183,8.46949,4.70221,-0.00985,-0.00479,-0.02051,388965,2016-04-04 00:05:28:110
2.08535,8.43717,4.75488,-0.01731,0.0024,-0.03302,389065,2016-04-04 00:05:28:210
2.08535,8.43717,4.75488,0.00293,-0.0024,-0.02157,389165,2016-04-04 00:05:28:310
2.09972,8.44315,4.73633,0.00985,-0.00186,-0.02583,389265,2016-04-04 00:05:28:410
2.12007,8.44914,4.75848,0.0261,0.00133,-0.03276,389365,2016-04-04 00:05:28:510
2.07637,8.46949,4.65672,0.0261,0.00133,-0.03276,389465,2016-04-04 00:05:28:610
2.08475,8.47488,4.65134,0.00719,-0.0024,-0.02237,389565,2016-04-04 00:05:28:710
2.09553,8.50241,4.65792,0.01358,0.0,-0.02716,389665,2016-04-04 00:05:28:810
2.09553,8.50241,4.65792,0.00959,-0.00107,-0.0261,389765,2016-04-04 00:05:28:910
2.09493,8.51139,4.63039,0.01012,-0.00293,-0.02583,389865,2016-04-04 00:05:29:010
2.08774,8.52755,4.66929,0.00293,-5.3E-4,-0.02743,389966,2016-04-04 00:05:29:111
2.10031,8.51737,4.52863,0.00293,-5.3E-4,-0.02743,390065,2016-04-04 00:05:29:210
2.0638,8.51079,4.58071,-0.00985,-2.7E-4,-0.02344,390165,2016-04-04 00:05:29:310
2.08355,8.51977,4.62799,-0.01571,-0.0024,-0.01997,390266,2016-04-04 00:05:29:411
2.08355,8.51977,4.62799,-0.0269,-0.00346,-0.02503,390365,2016-04-04 00:05:29:510
2.09792,8.5054,4.67228,-0.00959,-0.00426,-0.0253,390465,2016-04-04 00:05:29:610
2.08176,8.50061,4.6256,-0.02051,-0.00399,-0.01944,390565,2016-04-04 00:05:29:710
2.09553,8.49283,4.64475,-0.02051,-0.00399,-0.01944,390665,2016-04-04 00:05:29:810
2.07158,8.48864,4.68964,-0.02051,-0.0016,-0.02264,390765,2016-04-04 00:05:29:910
2.12186,8.45393,4.69563,-0.02344,-8.0E-4,-0.02557,390865,2016-04-04 00:05:30:010
2.12186,8.45393,4.69563,-0.01518,-0.00293,-0.0269,390965,2016-04-04 00:05:30:110
2.09912,8.46769,4.67588,-0.01811,-0.01065,-0.02423,391065,2016-04-04 00:05:30:210
2.06799,8.45333,4.70461,-0.01811,-0.0024,-0.02929,391166,2016-04-04 00:05:30:311
2.08535,8.46051,4.70042,-0.01811,-0.0024,-0.02929,391265,2016-04-04 00:05:30:410
2.11109,8.45093,4.71179,-0.01225,-2.7E-4,-0.02503,391365,2016-04-04 00:05:30:510
2.12186,8.44136,4.78781,-0.00905,-0.00213,-0.02344,391465,2016-04-04 00:05:30:610
2.12186,8.44136,4.78781,0.00426,-0.00186,-0.0285,391566,2016-04-04 00:05:30:711
2.09612,8.44435,4.67827,-0.02184,-0.00186,-0.02823,391665,2016-04-04 00:05:30:810
2.04884,8.4641,4.76147,-0.02423,-0.00479,-0.01278,391765,2016-04-04 00:05:30:910
2.1069,8.44315,4.82132,-0.02423,-0.00479,-0.01278,391865,2016-04-04 00:05:31:010
2.15239,8.44136,4.49152,0.04421,0.00826,-0.053,391965,2016-04-04 00:05:31:110
2.15538,8.44794,4.82312,0.0261,-0.00772,-0.00479,392065,2016-04-04 00:05:31:210
2.15538,8.44794,4.82312,0.01758,-5.3E-4,-0.04341,392166,2016-04-04 00:05:31:311
2.08116,8.4647,4.66271,0.00373,-0.0024,-0.03462,392266,2016-04-04 00:05:31:411
2.02609,8.54191,4.65193,-8.0E-4,0.00266,-0.03435,392365,2016-04-04 00:05:31:510
2.04644,8.51558,4.70042,-8.0E-4,0.00266,-0.03435,392465,2016-04-04 00:05:31:610
2.01711,8.55209,4.62859,0.01278,-0.00479,-0.02157,392565,2016-04-04 00:05:31:710
2.12605,8.4653,4.67947,0.00879,-0.01092,-0.01571,392665,2016-04-04 00:05:31:810
2.12605,8.4653,4.67947,-0.00426,-0.01332,-0.01385,392765,2016-04-04 00:05:31:910
2.1069,8.48505,4.68785,-0.01119,-0.0032,-0.03435,392865,2016-04-04 00:05:32:010
1.93332,8.61374,4.64116,-0.02876,0.00533,-0.02903,392966,2016-04-04 00:05:32:111
2.12246,8.43597,4.69204,-0.02876,0.00533,-0.02903,393067,2016-04-04 00:05:32:212
2.09493,8.47787,4.67588,-0.01438,-0.00133,-0.0229,393165,2016-04-04 00:05:32:310
2.08834,8.47607,4.6657,-0.00905,-0.00666,-0.0221,393265,2016-04-04 00:05:32:410
2.08834,8.47607,4.6657,-0.01119,-8.0E-4,-0.03489,393365,2016-04-04 00:05:32:510
2.02071,8.48146,4.61123,-0.0269,-0.00559,-0.01039,393469,2016-04-04 00:05:32:614
2.13323,8.44136,4.67408,-0.00186,-0.00346,-0.02903,393565,2016-04-04 00:05:32:710
2.15179,8.41921,4.71538,-0.00186,-0.00346,-0.02903,393665,2016-04-04 00:05:32:810
2.05842,8.48864,4.85125,-0.00639,-0.00133,-0.02557,393765,2016-04-04 00:05:32:910
2.0225,8.47787,4.68725,-0.02157,-5.3E-4,-0.0253,393865,2016-04-04 00:05:33:010
2.0225,8.47787,4.68725,-0.03249,-0.00266,-0.01971,393965,2016-04-04 00:05:33:110
2.12904,8.42819,4.68605,-0.03862,0.00506,-0.01625,394065,2016-04-04 00:05:33:210
2.04405,8.40365,4.80696,-0.01571,5.3E-4,-0.00799,394165,2016-04-04 00:05:33:310
2.14161,8.41323,4.80277,-0.01571,5.3E-4,-0.00799,394266,2016-04-04 00:05:33:411
2.17214,8.36654,4.80337,-0.00426,-0.00959,-0.02237,394366,2016-04-04 00:05:33:511
2.10809,8.40245,4.73154,0.01518,-0.00586,-0.03995,394465,2016-04-04 00:05:33:610
2.10809,8.40245,4.73154,-0.00852,-0.00453,-0.02397,394566,2016-04-04 00:05:33:711
2.07877,8.41562,4.68306,0.01571,-0.0024,-0.02157,394665,2016-04-04 00:05:33:810
2.13563,8.43717,4.64715,0.01651,-0.00107,-0.03169,394765,2016-04-04 00:05:33:910
2.05363,8.45572,4.69204,0.01651,-0.00107,-0.03169,394865,2016-04-04 00:05:34:010
2.16017,8.41382,4.7076,-0.00799,-0.00293,-0.01598,394966,2016-04-04 00:05:34:111
2.05363,8.51677,4.61183,0.0229,-0.00266,-0.03116,395065,2016-04-04 00:05:34:210
2.05363,8.51677,4.61183,-0.00533,0.0032,-0.02557,395165,2016-04-04 00:05:34:310
2.10929,8.44674,4.71299,0.00959,2.7E-4,-0.03329,395265,2016-04-04 00:05:34:410
2.12485,8.44794,4.64655,-0.00959,0.00639,-0.0245,395365,2016-04-04 00:05:34:510
2.14461,8.48565,4.63458,-0.00959,0.00639,-0.0245,395465,2016-04-04 00:05:34:610
1.92494,8.64247,4.68725,-0.02157,0.00293,-0.03329,395565,2016-04-04 00:05:34:710
2.04106,8.5048,4.66391,-0.03089,-0.00692,-0.01278,395665,2016-04-04 00:05:34:810
2.04106,8.5048,4.66391,-0.00666,-0.01092,-0.01678,395765,2016-04-04 00:05:34:910
2.08834,8.49762,4.65732,-0.04527,-0.0016,-0.01944,395865,2016-04-04 00:05:35:010
2.09912,8.46829,4.73813,0.00346,0.00213,-0.02557,395966,2016-04-04 00:05:35:111
2.07039,8.44495,4.68485,0.00346,0.00213,-0.02557,396065,2016-04-04 00:05:35:210
2.08056,8.48385,4.73154,0.00399,-0.00373,-0.0261,396165,2016-04-04 00:05:35:310
2.07098,8.45213,4.69982,-0.00426,-0.0032,-0.0229,396266,2016-04-04 00:05:35:411
2.07098,8.45213,4.69982,-0.02104,2.7E-4,-0.0269,396365,2016-04-04 00:05:35:510
2.12186,8.37073,4.73992,-0.00719,0.0024,-0.03116,396465,2016-04-04 00:05:35:610
2.09852,8.41801,4.55617,-0.03622,-0.00479,-0.02184,396565,2016-04-04 00:05:35:710
2.0219,8.43118,4.74052,-0.01465,-0.00533,-0.01784,396665,2016-04-04 00:05:35:810
2.04225,8.45153,4.70341,-0.01465,-0.00533,-0.01784,396766,2016-04-04 00:05:35:911
2.02849,8.48565,4.71658,-0.01891,-0.00133,-0.02344,396866,2016-04-04 00:05:36:011
1.99257,8.39946,4.66091,0.00506,-0.00133,-0.03222,396966,2016-04-04 00:05:36:111
1.99257,8.39946,4.66091,-0.01252,-0.00399,-0.01545,397066,2016-04-04 00:05:36:211
2.03447,8.41502,4.81953,0.03995,-0.00399,-0.02823,397165,2016-04-04 00:05:36:310
2.09553,8.48026,4.67528,0.00133,-0.0024,-0.02131,397265,2016-04-04 00:05:36:410
2.07218,8.47966,4.71418,0.00133,-0.0024,-0.02131,397365,2016-04-04 00:05:36:510
2.06739,8.52456,4.81474,0.03063,-8.0E-4,-0.02956,397465,2016-04-04 00:05:36:610
2.04764,8.50181,4.62261,-0.00479,-0.00133,-0.02796,397566,2016-04-04 00:05:36:711
2.04764,8.50181,4.62261,-0.02317,-0.00293,-0.01411,397665,2016-04-04 00:05:36:810
2.09074,8.46051,4.67647,0.00799,-0.0024,-0.0253,397765,2016-04-04 00:05:36:910
2.05123,8.50181,4.63757,-5.3E-4,-0.00506,-0.02876,397865,2016-04-04 00:05:37:010
2.04764,8.48445,4.67109,-5.3E-4,-0.00506,-0.02876,397965,2016-04-04 00:05:37:110
2.04046,8.53772,4.59268,-0.00186,-0.00479,-0.0237,398065,2016-04-04 00:05:37:210
2.05842,8.45512,4.72615,-0.02796,-0.00666,-0.02477,398165,2016-04-04 00:05:37:310
2.05842,8.45512,4.72615,-0.01305,-0.00186,-0.02264,398265,2016-04-04 00:05:37:410
2.07697,8.45213,4.5855,-0.03462,-0.00613,-0.02237,398365,2016-04-04 00:05:37:510
2.07158,8.45991,4.60944,-0.01971,-0.00772,-0.02983,398465,2016-04-04 00:05:37:610
2.0662,8.45273,4.67049,-0.01971,-0.00772,-0.02983,398565,2016-04-04 00:05:37:710
2.06859,8.45991,4.69802,-0.02157,-0.00479,-0.01944,398665,2016-04-04 00:05:37:810
2.09253,8.44495,4.75788,-0.02024,-5.3E-4,-0.03036,398765,2016-04-04 00:05:37:910
2.09253,8.44495,4.75788,-0.00266,-0.00107,-0.02876,398866,2016-04-04 00:05:38:011
2.08056,8.4246,4.69862,-0.01598,-8.0E-4,-0.0285,398965,2016-04-04 00:05:38:110
2.0662,8.44136,4.67707,-0.0229,-0.00107,-0.02344,399065,2016-04-04 00:05:38:210
2.08236,8.43358,4.76267,-0.0229,-0.00107,-0.02344,399165,2016-04-04 00:05:38:310
2.09792,8.42819,4.74351,-0.01518,-0.00133,-0.02423,399265,2016-04-04 00:05:38:410
2.09792,8.41083,4.69802,-0.02796,-0.00426,-0.01491,399365,2016-04-04 00:05:38:510
2.09792,8.41083,4.69802,0.01385,8.0E-4,-0.0277,399465,2016-04-04 00:05:38:610
2.10331,8.41921,4.73573,-0.01438,0.00346,-0.03435,399565,2016-04-04 00:05:38:710
2.04884,8.46829,4.80516,-0.01758,-8.0E-4,-0.0245,399666,2016-04-04 00:05:38:811
2.0644,8.38809,4.84407,-0.01758,-8.0E-4,-0.0245,399765,2016-04-04 00:05:38:910
2.19608,8.31686,4.89854,2.7E-4,0.0,-0.01438,399865,2016-04-04 00:05:39:010
2.01532,8.47847,4.69204,0.049,-5.3E-4,-0.03782,399966,2016-04-04 00:05:39:111
2.01532,8.47847,4.69204,-0.00266,-0.00133,-0.02637,400065,2016-04-04 00:05:39:210
2.08176,8.47188,4.73633,0.00799,-0.00293,-0.01625,400165,2016-04-04 00:05:39:310
2.07039,8.43896,4.66151,0.00613,-0.00213,-0.03356,400265,2016-04-04 00:05:39:410
2.08715,8.44196,4.69024,0.00613,-0.00213,-0.03356,400365,2016-04-04 00:05:39:510
2.07697,8.41861,4.63637,0.00613,0.00213,-0.03329,400465,2016-04-04 00:05:39:610
2.11228,8.48445,4.77045,0.01358,-0.00586,-0.02423,400566,2016-04-04 00:05:39:711
2.11228,8.48445,4.77045,5.3E-4,0.00479,-0.03063,400666,2016-04-04 00:05:39:811
2.04405,8.45632,4.70341,-0.00639,-2.7E-4,-0.03036,400765,2016-04-04 00:05:39:910
2.07697,8.49283,4.69024,-0.01225,-0.00426,-0.02184,400865,2016-04-04 00:05:40:010
2.0662,8.41502,4.64176,-0.01225,-0.00426,-0.02184,400965,2016-04-04 00:05:40:110
2.06141,8.48326,4.65074,-0.01358,-0.00399,-0.02423,401066,2016-04-04 00:05:40:211
2.06979,8.47727,4.7489,-0.03782,-0.00399,-0.02317,401165,2016-04-04 00:05:40:310
2.06979,8.47727,4.7489,0.0,-0.00266,-0.03169,401265,2016-04-04 00:05:40:410
2.06739,8.50241,4.65852,-0.03409,-0.00373,-0.02397,401365,2016-04-04 00:05:40:510
2.07458,8.43956,4.69623,-0.00639,-0.00399,-0.01491,401465,2016-04-04 00:05:40:610
2.09972,8.44375,4.70102,-0.00639,-0.00399,-0.01491,401565,2016-04-04 00:05:40:710
2.05722,8.41203,4.78601,-0.02077,-0.00107,-0.03009,401665,2016-04-04 00:05:40:810
2.02789,8.44435,4.73932,-0.00506,-0.00399,-0.02876,401765,2016-04-04 00:05:40:910
2.02789,8.44435,4.73932,-0.01119,0.00426,-0.0269,401865,2016-04-04 00:05:41:010
2.10331,8.38928,4.80636,0.00799,-0.00346,-0.02317,401966,2016-04-04 00:05:41:111
2.07817,8.42819,4.71658,-0.02637,-0.00399,-0.01971,402065,2016-04-04 00:05:41:210
2.09612,8.43477,4.72915,-0.02637,-0.00399,-0.01971,402165,2016-04-04 00:05:41:310
2.04225,8.44914,4.74531,-0.02157,-0.00293,-0.0237,402265,2016-04-04 00:05:41:410
2.10331,8.36474,4.79319,-0.01891,-0.00266,-0.01625,402365,2016-04-04 00:05:41:510
2.10331,8.36474,4.79319,0.01678,-5.3E-4,-0.03222,402465,2016-04-04 00:05:41:610
2.09672,8.46291,4.7088,0.01278,-0.0016,-0.0269,402566,2016-04-04 00:05:41:711
2.13982,8.41083,4.75069,-5.3E-4,-8.0E-4,-0.02716,402666,2016-04-04 00:05:41:811
2.07398,8.44076,4.73214,-5.3E-4,-8.0E-4,-0.02716,402765,2016-04-04 00:05:41:910
2.10331,8.43238,4.70401,0.00133,-2.7E-4,-0.02477,402865,2016-04-04 00:05:42:010
2.05303,8.47308,4.72256,-2.7E-4,-0.00346,-0.02317,402965,2016-04-04 00:05:42:110
2.05303,8.47308,4.72256,0.01944,-0.00559,-0.02557,403066,2016-04-04 00:05:42:211
2.11049,8.44196,4.67588,0.01252,-0.00586,-0.03489,403165,2016-04-04 00:05:42:310
2.0626,8.48984,4.64355,-0.00533,0.00213,-0.02903,403265,2016-04-04 00:05:42:410
2.01412,8.50001,4.69563,-0.00533,0.00213,-0.02903,403365,2016-04-04 00:05:42:510
2.10211,8.45632,4.67228,0.00932,-0.00293,-0.0261,403465,2016-04-04 00:05:42:610
2.05961,8.47966,4.66151,-0.00959,-0.00373,-0.02557,403565,2016-04-04 00:05:42:710
2.05961,8.47966,4.66151,-0.00133,-5.3E-4,-0.03462,403665,2016-04-04 00:05:42:810
2.07996,8.48804,4.64236,-0.03009,-0.00133,-0.02477,403766,2016-04-04 00:05:42:911
2.0644,8.43358,4.66271,-0.00719,-5.3E-4,-0.02743,403865,2016-04-04 00:05:43:010
2.04944,8.52456,4.66211,-0.00719,-5.3E-4,-0.02743,403965,2016-04-04 00:05:43:110
2.09134,8.46171,4.63398,-0.00186,0.0,-0.0245,404065,2016-04-04 00:05:43:210
2.07218,8.44255,4.61961,-0.01172,0.00107,-0.03515,404165,2016-04-04 00:05:43:310
2.07218,8.44255,4.61961,-0.04288,-0.00479,-0.01545,404265,2016-04-04 00:05:43:410
2.05243,8.47308,4.70281,-0.01172,-0.00879,-0.01145,404365,2016-04-04 00:05:43:510
2.05961,8.45333,4.63338,-0.01838,-0.00772,-0.00932,404465,2016-04-04 00:05:43:610
2.13503,8.41023,4.81235,-0.01838,-0.00772,-0.00932,404565,2016-04-04 00:05:43:710
2.04405,8.46829,4.60046,0.00426,0.00133,-0.03222,404665,2016-04-04 00:05:43:810
2.04405,8.43298,4.68964,-0.02237,-0.00479,-0.02024,404765,2016-04-04 00:05:43:910
2.04405,8.43298,4.68964,-0.00266,8.0E-4,-0.02903,404865,2016-04-04 00:05:44:010
2.04046,8.52396,4.77045,-0.04181,-0.00639,-0.01598,404969,2016-04-04 00:05:44:114
2.09852,8.40904,4.78242,-0.01039,0.00186,-0.02929,405065,2016-04-04 00:05:44:210
2.065,8.44734,4.7495,-0.01039,0.00186,-0.02929,405165,2016-04-04 00:05:44:310
2.06799,8.44076,4.76386,0.00293,-0.00399,-0.0245,405266,2016-04-04 00:05:44:411
2.06201,8.43597,4.77703,0.00506,0.00266,-0.03143,405365,2016-04-04 00:05:44:510
2.06201,8.43597,4.77703,-0.01917,-0.00453,-0.02051,405466,2016-04-04 00:05:44:611
2.06739,8.4246,4.63817,-0.03542,0.00533,-0.02637,405566,2016-04-04 00:05:44:711
2.03627,8.38749,4.7501,0.01731,-0.00266,-0.02344,405665,2016-04-04 00:05:44:810
2.08475,8.44136,4.70102,-0.00772,-0.00746,-0.02264,405765,2016-04-04 00:05:44:910
2.03627,8.44255,4.83629,-0.00772,-0.00746,-0.02264,405865,2016-04-04 00:05:45:010
2.05901,8.49642,4.67468,0.06019,-0.00373,-0.03302,405965,2016-04-04 00:05:45:110
2.05901,8.49642,4.67468,-0.00613,-0.00186,-0.02104,406065,2016-04-04 00:05:45:210
2.13623,8.44674,4.71718,0.01039,-0.00373,-0.03116,406165,2016-04-04 00:05:45:310
2.07577,8.49164,4.61842,-5.3E-4,-0.00346,-0.02344,406265,2016-04-04 00:05:45:410
2.08894,8.48146,4.66869,-0.00186,-0.00186,-0.02796,406365,2016-04-04 00:05:45:510
2.07697,8.48924,4.53163,-0.00186,-0.00186,-0.02796,406465,2016-04-04 00:05:45:610
2.03148,8.50001,4.63278,0.0016,-0.00453,-0.0269,406565,2016-04-04 00:05:45:710
2.03148,8.50001,4.63278,-0.01811,-0.00213,-0.01518,406665,2016-04-04 00:05:45:810
2.11528,8.43178,4.69264,-0.00186,0.00133,-0.03329,406765,2016-04-04 00:05:45:910
2.0243,8.51917,4.61063,-0.00879,-0.00186,-0.03329,406865,2016-04-04 00:05:46:010
2.18112,8.39347,4.69862,-0.02477,-0.0024,-0.02104,406965,2016-04-04 00:05:46:110
2.03687,8.50361,4.62919,-0.02477,-0.0024,-0.02104,407065,2016-04-04 00:05:46:210
2.05004,8.47368,4.69204,-0.02077,-0.00293,-0.0221,407165,2016-04-04 00:05:46:310
2.07398,8.41981,4.62739,-0.01891,-0.0016,-0.02051,407265,2016-04-04 00:05:46:410
2.07398,8.41981,4.62739,-0.00666,-0.0016,-0.0245,407365,2016-04-04 00:05:46:510
2.15119,8.44974,4.58669,-0.01172,-0.0032,-0.0269,407466,2016-04-04 00:05:46:611
2.05423,8.39766,4.68306,-0.03356,0.00533,-0.03036,407565,2016-04-04 00:05:46:710
2.06021,8.43896,4.81235,-0.03356,0.00533,-0.03036,407665,2016-04-04 00:05:46:810
2.06979,8.41263,4.74591,-0.01332,-0.00506,-0.02024,407766,2016-04-04 00:05:46:911
2.02909,8.47188,4.70102,0.00932,-0.00346,-0.0261,407865,2016-04-04 00:05:47:010
2.02909,8.47188,4.70102,-0.01704,-0.00453,-0.01997,407966,2016-04-04 00:05:47:111
2.08475,8.39347,4.77643,-0.0016,-0.00213,-0.02583,408065,2016-04-04 00:05:47:210
2.10331,8.4659,4.7908,-0.01758,-0.00186,-0.01971,408165,2016-04-04 00:05:47:310
2.09612,8.39407,4.789,-0.01758,-0.00186,-0.01971,408265,2016-04-04 00:05:47:410
2.12545,8.40724,4.70521,0.03116,5.3E-4,-0.03515,408365,2016-04-04 00:05:47:510
2.09912,8.40604,4.77823,-0.00479,0.00613,-0.02956,408465,2016-04-04 00:05:47:610
2.09912,8.40604,4.77823,0.00266,-0.0024,-0.02903,408566,2016-04-04 00:05:47:711
2.11288,8.43657,4.71059,0.01198,-0.00266,-0.0277,408665,2016-04-04 00:05:47:810
2.08595,8.43717,4.71658,0.02956,-0.00346,-0.0269,408765,2016-04-04 00:05:47:910
2.07039,8.45632,4.67947,0.02956,-0.00346,-0.0269,408865,2016-04-04 00:05:48:010
2.08415,8.49702,4.67528,8.0E-4,-0.00479,-0.04341,408965,2016-04-04 00:05:48:110
2.07936,8.45273,4.6675,0.00293,-0.00293,-0.03143,409065,2016-04-04 00:05:48:210
2.07936,8.45273,4.6675,0.00399,-0.00186,-0.01944,409165,2016-04-04 00:05:48:310
2.07697,8.48685,4.61542,0.01704,0.00107,-0.0261,409265,2016-04-04 00:05:48:410
2.09553,8.48625,4.74231,0.00266,-0.0016,-0.02131,409365,2016-04-04 00:05:48:510
2.08655,8.47667,4.64116,0.00266,-0.0016,-0.02131,409466,2016-04-04 00:05:48:611
2.04944,8.49762,4.59627,-0.00479,2.7E-4,-0.03462,409565,2016-04-04 00:05:48:710
2.07218,8.49583,4.69024,-0.0261,0.00346,-0.01944,409665,2016-04-04 00:05:48:810
2.07218,8.49583,4.69024,-0.02743,-0.00586,-0.02184,409765,2016-04-04 00:05:48:910
2.04465,8.53294,4.61004,-0.02956,-0.00453,-0.01571,409865,2016-04-04 00:05:49:010
2.07877,8.46231,4.7076,-0.01731,-0.00133,-0.02024,409965,2016-04-04 00:05:49:110
2.09732,8.44794,4.61183,-0.01731,-0.00133,-0.02024,410066,2016-04-04 00:05:49:211
2.07039,8.49882,4.66331,-0.00932,0.00186,-0.03196,410166,2016-04-04 00:05:49:311
2.1045,8.42879,4.72855,-0.01811,0.00213,-0.02317,410265,2016-04-04 00:05:49:410
2.1045,8.42879,4.72855,-0.01678,0.00373,-0.02956,410365,2016-04-04 00:05:49:510
2.05123,8.44016,4.65972,-0.0245,-0.00186,-0.02131,410465,2016-04-04 00:05:49:610
2.11767,8.42579,4.76386,-0.01678,-0.00373,-0.0221,410565,2016-04-04 00:05:49:710
2.07158,8.40963,4.72017,-0.01678,-0.00373,-0.0221,410665,2016-04-04 00:05:49:810
2.12426,8.40724,4.69982,-0.00479,-0.00506,-0.02051,410765,2016-04-04 00:05:49:910
2.09672,8.39347,4.79618,-0.02157,-0.00479,-0.02557,410865,2016-04-04 00:05:50:010
2.09672,8.39347,4.79618,-0.00852,-0.00186,-0.0237,410966,2016-04-04 00:05:50:111
2.09852,8.38689,4.78362,0.00613,-0.00213,-0.03728,411067,2016-04-04 00:05:50:212
2.06979,8.43597,4.7884,-0.00746,-0.00426,-0.01678,411166,2016-04-04 00:05:50:311
2.12785,8.39706,4.94463,-0.00746,-0.00426,-0.01678,411266,2016-04-04 00:05:50:411
2.06679,8.44315,4.80935,-0.01625,-0.0016,-0.01278,411365,2016-04-04 00:05:50:510
2.09193,8.46231,4.76686,-0.00107,-0.00107,-0.02237,411466,2016-04-04 00:05:50:611
2.09193,8.46231,4.76686,0.00932,0.00213,-0.03276,411565,2016-04-04 00:05:50:710
2.07338,8.41382,4.74411,0.00852,-2.7E-4,-0.02423,411666,2016-04-04 00:05:50:811
2.09972,8.43597,4.72735,0.01997,-0.00613,-0.02983,411765,2016-04-04 00:05:50:910
2.15658,8.44435,4.63338,0.01997,-0.00613,-0.02983,411865,2016-04-04 00:05:51:010
2.08296,8.44974,4.71478,0.00346,-0.00133,-0.02876,411965,2016-04-04 00:05:51:110
2.07996,8.47069,4.64415,0.01465,-0.00133,-0.03036,412065,2016-04-04 00:05:51:210
2.07996,8.47069,4.64415,0.00559,-0.00453,-0.0245,412165,2016-04-04 00:05:51:310
2.09553,8.47248,4.61542,0.00453,-0.00559,-0.02344,412265,2016-04-04 00:05:51:410
2.10809,8.49343,4.76147,-0.00852,-0.00213,-0.03222,412365,2016-04-04 00:05:51:510
2.05961,8.47907,4.65313,-0.00852,-0.00213,-0.03222,412465,2016-04-04 00:05:51:610
2.05961,8.44315,4.71777,-0.02637,-0.00373,-0.0237,412565,2016-04-04 00:05:51:710
2.07158,8.45572,4.67827,-0.02077,0.0016,-0.0261,412665,2016-04-04 00:05:51:810
2.10869,8.47667,4.65373,-0.00932,-0.00346,-0.02104,412765,2016-04-04 00:05:51:910
2.10869,8.47667,4.65373,-0.02796,-0.00107,-0.02051,412865,2016-04-04 00:05:52:010
2.10271,8.44435,4.69683,-0.01731,2.7E-4,-0.02557,412965,2016-04-04 00:05:52:110
2.08236,8.42101,4.7076,-0.01731,2.7E-4,-0.02557,413065,2016-04-04 00:05:52:210
2.12066,8.44255,4.72436,-0.00772,-0.0032,-0.03489,413165,2016-04-04 00:05:52:310
2.04525,8.45991,4.70102,0.0,-0.0024,-0.03569,413265,2016-04-04 00:05:52:410
