ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
1.81899,8.61733,4.38019,-0.01811,-2.7E-4,-0.02344,236009,2016-04-04 00:02:55:154
1.93033,8.59818,4.56874,-0.00639,-0.01012,-0.01065,236110,2016-04-04 00:02:55:255
1.95068,8.5491,4.43945,0.02716,-0.00905,-0.04021,236209,2016-04-04 00:02:55:354
2.03328,8.61853,4.62859,0.00186,-0.00692,-0.01651,236310,2016-04-04 00:02:55:455
2.03328,8.61853,4.62859,-0.03382,-0.00213,-0.01518,236409,2016-04-04 00:02:55:554
1.90878,8.60536,4.49392,0.0,-0.00186,-0.02264,236509,2016-04-04 00:02:55:654
1.80523,8.64127,4.30238,-0.01039,-0.00107,-0.02104,236609,2016-04-04 00:02:55:754
1.90459,8.65025,4.48135,-0.01039,-0.00107,-0.02104,236709,2016-04-04 00:02:55:854
1.82857,8.67898,4.36164,0.03808,0.00186,-0.03302,236809,2016-04-04 00:02:55:954
1.87466,8.67898,4.30657,0.0016,-0.0024,-0.02663,236909,2016-04-04 00:02:56:054
1.87466,8.67898,4.30657,0.02397,-0.00746,-0.0269,237009,2016-04-04 00:02:56:154
1.89561,8.70352,4.50589,0.01811,0.00719,-0.04394,237109,2016-04-04 00:02:56:254
1.82737,8.71071,4.2952,-0.00266,-0.00506,-0.02131,237209,2016-04-04 00:02:56:354
1.87107,8.65624,4.37241,-0.00266,-0.00506,-0.02131,237309,2016-04-04 00:02:56:454
1.79445,8.76817,4.2521,0.03356,0.00586,-0.03515,237409,2016-04-04 00:02:56:554
1.85371,8.71071,4.30477,-0.00666,-0.00692,-0.01917,237510,2016-04-04 00:02:56:655
1.85371,8.71071,4.30477,-0.01012,-0.00186,-0.02956,237609,2016-04-04 00:02:56:754
1.80822,8.76697,4.17908,-0.08389,-0.00506,-0.00293,237709,2016-04-04 00:02:56:854
1.90878,8.64008,4.44124,-0.00826,-5.3E-4,-0.03222,237809,2016-04-04 00:02:56:954
1.80403,8.70472,4.45561,-0.00826,-5.3E-4,-0.03222,237909,2016-04-04 00:02:57:054
1.83516,8.66342,4.40114,-0.03995,-0.00666,-0.0024,238010,2016-04-04 00:02:57:155
1.82438,8.68078,4.46339,-0.0285,-0.00559,-0.02051,238109,2016-04-04 00:02:57:254
1.82438,8.68078,4.46339,-0.04447,-0.00506,-0.00985,238209,2016-04-04 00:02:57:354
1.84773,8.61314,4.50948,0.00533,-0.00107,-0.0261,238309,2016-04-04 00:02:57:454
1.77111,8.65923,4.42089,-0.01598,-0.00613,-0.01704,238410,2016-04-04 00:02:57:555
1.89621,8.62511,4.52863,-0.01598,-0.00613,-0.01704,238510,2016-04-04 00:02:57:655
1.86209,8.60356,4.47177,0.00613,0.00266,-0.04447,238609,2016-04-04 00:02:57:754
1.86209,8.69514,4.41431,-0.02344,-0.01039,-0.01145,238710,2016-04-04 00:02:57:855
1.86209,8.69514,4.41431,-0.00985,-2.7E-4,-0.02557,238809,2016-04-04 00:02:57:954
1.79026,8.6718,4.53641,-0.02477,-5.3E-4,-0.01864,238910,2016-04-04 00:02:58:055
1.87286,8.64067,4.53043,-0.01518,-0.00453,-0.01518,239010,2016-04-04 00:02:58:155
1.93631,8.61374,4.48913,-0.01518,-0.00453,-0.01518,239109,2016-04-04 00:02:58:254
1.82678,8.62691,4.49152,0.00852,0.0,-0.03542,239209,2016-04-04 00:02:58:354
1.85251,8.68078,4.40773,0.0032,-0.00666,-0.01411,239309,2016-04-04 00:02:58:454
1.85251,8.68078,4.40773,0.03702,0.0016,-0.03515,239409,2016-04-04 00:02:58:554
1.76034,8.74003,4.29759,-0.03276,0.00266,-0.01518,239510,2016-04-04 00:02:58:655
1.84773,8.66821,4.42329,0.00399,0.0016,-0.03036,239609,2016-04-04 00:02:58:754
1.7759,8.68616,4.46938,0.00399,0.0016,-0.03036,239709,2016-04-04 00:02:58:854
1.84952,8.69155,4.45322,0.02131,-5.3E-4,-0.0285,239810,2016-04-04 00:02:58:955
1.83635,8.65324,4.15454,-2.7E-4,0.00133,-0.03515,239909,2016-04-04 00:02:59:054
1.83635,8.65324,4.15454,-0.01332,-0.00613,-0.02317,240009,2016-04-04 00:02:59:154
1.8148,8.65564,4.39875,-0.02876,-0.01039,-0.01411,240110,2016-04-04 00:02:59:255
1.89202,8.67,4.43885,-0.02157,0.00293,-0.02423,240209,2016-04-04 00:02:59:354
1.88843,8.66462,4.45082,-0.02157,0.00293,-0.02423,240309,2016-04-04 00:02:59:454
1.71724,8.84358,4.15214,0.05593,-0.0024,-0.04767,240411,2016-04-04 00:02:59:556
1.82139,8.73944,4.29161,-0.05486,-0.00666,-0.01172,240510,2016-04-04 00:02:59:655
1.82139,8.73944,4.29161,-0.07324,-0.00772,-0.00266,240609,2016-04-04 00:02:59:754
1.86987,8.64666,4.52744,0.02796,0.00373,-0.03143,240710,2016-04-04 00:02:59:855
1.84294,8.71669,4.35685,-0.03489,-0.00107,-0.01625,240809,2016-04-04 00:02:59:954
1.81899,8.61554,4.47057,-0.03489,-0.00107,-0.01625,240910,2016-04-04 00:03:00:055
1.76812,8.64965,4.22996,-0.02397,-0.00506,-0.01917,241009,2016-04-04 00:03:00:154
1.86329,8.64187,4.47237,-0.04581,-0.00506,-0.01971,241110,2016-04-04 00:03:00:255
1.86329,8.64187,4.47237,-0.01145,-5.3E-4,-0.02131,241209,2016-04-04 00:03:00:354
1.84473,8.67479,4.39994,-0.01385,-0.0032,-0.0277,241309,2016-04-04 00:03:00:454
1.84593,8.60596,4.48913,0.01278,-0.00453,-0.02131,241410,2016-04-04 00:03:00:555
1.86149,8.64845,4.44903,0.01278,-0.00453,-0.02131,241510,2016-04-04 00:03:00:655
1.88843,8.63409,4.43646,-0.0024,-0.00293,-0.02663,241610,2016-04-04 00:03:00:755
1.86448,8.64427,4.49152,-0.01119,-0.00266,-0.02477,241709,2016-04-04 00:03:00:854
1.86448,8.64427,4.49152,0.00826,-0.00613,-0.01625,241809,2016-04-04 00:03:00:954
1.86748,8.62392,4.44543,0.01278,-0.00719,-0.02903,241910,2016-04-04 00:03:01:055
1.84054,8.63349,4.38678,0.03515,-0.0016,-0.03196,242010,2016-04-04 00:03:01:155
1.90638,8.63349,4.42269,0.03515,-0.0016,-0.03196,242110,2016-04-04 00:03:01:255
1.8597,8.71968,4.43526,0.00613,-0.0024,-0.01411,242210,2016-04-04 00:03:01:355
1.84952,8.59279,4.47716,-0.0269,-5.3E-4,-0.02637,242310,2016-04-04 00:03:01:455
1.84952,8.59279,4.47716,0.02983,-0.00985,-0.0237,242409,2016-04-04 00:03:01:554
1.80104,8.74123,4.2515,-0.02237,-0.00639,-0.01784,242509,2016-04-04 00:03:01:654
1.88244,8.70292,4.34009,-0.02743,0.0,-0.02503,242609,2016-04-04 00:03:01:754
1.86808,8.66641,4.37361,-0.02743,0.0,-0.02503,242709,2016-04-04 00:03:01:854
1.86329,8.67659,4.39037,-0.01944,-0.00293,-0.01465,242810,2016-04-04 00:03:01:955
1.8184,8.65444,4.38977,-0.0253,-0.00346,-0.02237,242909,2016-04-04 00:03:02:054
1.8184,8.65444,4.38977,-0.01039,-0.0024,-0.0277,243009,2016-04-04 00:03:02:154
1.94409,8.65265,4.47476,-0.01971,-0.00533,-0.0269,243109,2016-04-04 00:03:02:254
1.91656,8.66701,4.42927,-0.02983,-0.00826,-0.0237,243209,2016-04-04 00:03:02:354
1.83755,8.6281,4.4173,-0.02983,-0.00826,-0.0237,243310,2016-04-04 00:03:02:455
1.87586,8.63708,4.44124,-0.03542,-0.00373,-0.02051,243409,2016-04-04 00:03:02:554
1.88783,8.62212,4.50768,-0.01252,-0.00373,-0.01864,243510,2016-04-04 00:03:02:655
1.88783,8.62212,4.50768,-0.0016,5.3E-4,-0.02477,243610,2016-04-04 00:03:02:755
1.82498,8.61673,4.4616,-0.00586,-0.00266,-0.02423,243709,2016-04-04 00:03:02:854
1.88424,8.59219,4.51846,-0.01731,-0.00426,-0.02477,243810,2016-04-04 00:03:02:955
1.86568,8.58381,4.51367,-0.01731,-0.00426,-0.02477,243909,2016-04-04 00:03:03:054
1.82857,8.72088,4.43047,0.05033,-0.00613,-0.02637,244010,2016-04-04 00:03:03:155
1.86389,8.61554,4.49332,0.01039,0.00266,-0.03276,244109,2016-04-04 00:03:03:254
1.86389,8.61554,4.49332,0.00559,-0.00186,-0.02397,244209,2016-04-04 00:03:03:354
1.82438,8.6694,4.42209,0.01625,-0.00746,-0.02743,244309,2016-04-04 00:03:03:454
1.92673,8.64546,4.51008,0.02024,-0.00373,-0.03462,244409,2016-04-04 00:03:03:554
1.83156,8.6724,4.36104,0.00533,-2.7E-4,-0.02796,244509,2016-04-04 00:03:03:654
1.87406,8.68976,4.39336,0.00533,-2.7E-4,-0.02796,244610,2016-04-04 00:03:03:755
1.83994,8.72088,4.35505,0.00293,8.0E-4,-0.02983,244710,2016-04-04 00:03:03:855
1.83994,8.72088,4.35505,-0.01598,-0.00453,-0.02423,244809,2016-04-04 00:03:03:954
1.79326,8.71669,4.3365,-0.0016,-0.0024,-0.01784,244909,2016-04-04 00:03:04:054
1.90279,8.69215,4.37241,-0.03941,-0.00346,-0.01944,245010,2016-04-04 00:03:04:155
1.85431,8.68257,4.36283,-0.0261,-0.00613,-0.02024,245109,2016-04-04 00:03:04:254
1.84234,8.6694,4.43107,-0.0261,-0.00613,-0.02024,245209,2016-04-04 00:03:04:354
1.8579,8.67719,4.38678,-0.02503,-0.00852,-0.01518,245309,2016-04-04 00:03:04:454
1.85072,8.64786,4.38977,-0.01065,0.00133,-0.02557,245409,2016-04-04 00:03:04:554
1.85072,8.64786,4.38977,-0.01678,-0.00613,-0.01864,245509,2016-04-04 00:03:04:654
1.78667,8.68916,4.47057,0.0024,-0.01971,0.02157,245609,2016-04-04 00:03:04:754
1.99437,8.62152,4.46638,-0.00533,0.00107,-0.03782,245709,2016-04-04 00:03:04:854
1.86628,8.64845,4.40473,-0.00533,0.00107,-0.03782,245810,2016-04-04 00:03:04:955
1.78727,8.66103,4.47177,-0.03143,-0.00852,-0.01518,245910,2016-04-04 00:03:05:055
1.94469,8.61434,4.40593,0.00453,0.0,-0.02583,246009,2016-04-04 00:03:05:154
1.94469,8.61434,4.40593,-0.0245,-0.00346,-0.02743,246109,2016-04-04 00:03:05:254
1.89202,8.61972,4.51906,-0.00266,0.00133,-0.02796,246209,2016-04-04 00:03:05:354
1.90519,8.6299,4.52744,0.00373,-0.0016,-0.03036,246309,2016-04-04 00:03:05:454
1.86987,8.64486,4.50649,0.00373,-0.0016,-0.03036,246409,2016-04-04 00:03:05:554
1.85371,8.64427,4.48254,-0.00133,0.00399,-0.02184,246509,2016-04-04 00:03:05:654
1.87586,8.6694,4.46758,0.00613,-0.01012,-0.02397,246610,2016-04-04 00:03:05:755
1.87586,8.6694,4.46758,0.02264,-0.00879,-0.02583,246710,2016-04-04 00:03:05:855
1.87885,8.68377,4.38259,0.01625,-0.00399,-0.03302,246809,2016-04-04 00:03:05:954
1.89561,8.63529,4.47237,-2.7E-4,0.00506,-0.01997,246910,2016-04-04 00:03:06:055
1.83875,8.70891,4.31914,-2.7E-4,0.00506,-0.01997,247010,2016-04-04 00:03:06:155
1.85551,8.68078,4.34428,0.00533,8.0E-4,-0.0253,247109,2016-04-04 00:03:06:254
1.82737,8.70173,4.31615,0.00479,-0.00266,-0.02583,247209,2016-04-04 00:03:06:354
1.82737,8.70173,4.31615,0.00479,-0.00266,-0.02583,247309,2016-04-04 00:03:06:454
1.82797,8.66761,4.30477,-0.00666,-0.00453,-0.0237,247409,2016-04-04 00:03:06:554
1.85192,8.70831,4.3353,-0.00932,-0.00373,-0.02344,247509,2016-04-04 00:03:06:654
1.8573,8.72926,4.2958,-0.01864,-0.00479,-0.01891,247609,2016-04-04 00:03:06:754
1.87646,8.67539,4.39097,-0.02317,-0.0032,-0.02157,247709,2016-04-04 00:03:06:854
1.90339,8.67778,4.26168,-0.01518,-0.00826,-0.02503,247810,2016-04-04 00:03:06:955
1.90339,8.67778,4.26168,-0.01518,-0.00826,-0.02503,247909,2016-04-04 00:03:07:054
1.82318,8.66521,4.36283,-0.01917,0.00346,-0.0269,248009,2016-04-04 00:03:07:154
1.83456,8.68437,4.41611,-0.01358,-8.0E-4,-0.02796,248109,2016-04-04 00:03:07:254
1.82977,8.69514,4.38139,-0.0032,-0.00133,-0.02077,248209,2016-04-04 00:03:07:354
1.82019,8.68976,4.34428,-0.01332,-0.00453,-0.0285,248309,2016-04-04 00:03:07:454
1.88304,8.61673,4.46818,-0.02503,-0.00453,-0.01358,248410,2016-04-04 00:03:07:555
1.88304,8.61673,4.46818,-0.02503,-0.00453,-0.01358,248510,2016-04-04 00:03:07:655
1.87885,8.5898,4.42628,2.7E-4,0.00399,-0.03249,248609,2016-04-04 00:03:07:754
1.89621,8.56346,4.52803,-0.02264,-0.00107,-0.03169,248710,2016-04-04 00:03:07:855
1.898,8.65384,4.55437,-0.00826,-0.01039,-0.02477,248809,2016-04-04 00:03:07:954
1.86508,8.65025,4.51068,0.03489,8.0E-4,-0.02929,248909,2016-04-04 00:03:08:054
1.84413,8.63768,4.47416,-0.00293,0.0,-0.02983,249011,2016-04-04 00:03:08:156
1.84413,8.63768,4.47416,-0.00293,0.0,-0.02983,249109,2016-04-04 00:03:08:254
1.86508,8.68976,4.45561,0.00746,0.00133,-0.03782,249210,2016-04-04 00:03:08:355
1.81181,8.63708,4.39336,0.01491,-0.00479,-0.02876,249309,2016-04-04 00:03:08:454
1.78548,8.72447,4.31854,0.01065,0.0,-0.04368,249414,2016-04-04 00:03:08:559
1.8585,8.74063,4.34488,0.00692,-0.00346,-0.02344,249510,2016-04-04 00:03:08:655
1.81361,8.68916,4.22696,0.01385,2.7E-4,-0.04155,249609,2016-04-04 00:03:08:754
1.81361,8.68916,4.22696,0.01385,2.7E-4,-0.04155,249709,2016-04-04 00:03:08:854
1.79565,8.68138,4.43406,-0.02237,-0.00293,-0.0237,249809,2016-04-04 00:03:08:954
1.86628,8.87291,4.2515,-0.06179,-0.00746,-0.01438,249910,2016-04-04 00:03:09:055
1.88244,8.6706,4.31495,-0.1036,-0.0277,0.04155,250009,2016-04-04 00:03:09:154
1.96624,8.56107,4.55138,-0.01119,-0.00985,-0.00852,250110,2016-04-04 00:03:09:255
1.94289,8.66402,4.44723,-0.01491,-0.00479,-0.01198,250209,2016-04-04 00:03:09:354
1.94289,8.66402,4.44723,-0.01491,-0.00479,-0.01198,250309,2016-04-04 00:03:09:454
1.97761,8.58262,4.50409,-0.02743,0.00613,-0.03329,250409,2016-04-04 00:03:09:554
1.92554,8.57603,4.5406,-0.01438,-0.00533,-0.02131,250509,2016-04-04 00:03:09:654
1.86867,8.55209,4.34787,-0.00959,-0.00559,-0.02716,250609,2016-04-04 00:03:09:754
1.87466,8.58262,4.4999,-0.01811,-0.00879,-0.02477,250709,2016-04-04 00:03:09:854
1.9399,8.57184,4.54479,-0.0253,2.7E-4,-0.02317,250809,2016-04-04 00:03:09:954
1.9399,8.57184,4.54479,-0.0253,2.7E-4,-0.02317,250910,2016-04-04 00:03:10:055
1.9806,8.55089,4.58071,-0.01944,-0.00879,-0.01545,251009,2016-04-04 00:03:10:154
1.88005,8.57543,4.53761,0.00133,-0.00399,-0.02583,251109,2016-04-04 00:03:10:254
1.94828,8.57483,4.58968,-0.01625,-0.00559,-0.02264,251209,2016-04-04 00:03:10:354
1.94589,8.53712,4.56455,-0.00959,-0.00373,-0.02024,251309,2016-04-04 00:03:10:454
1.97701,8.52875,4.61004,-0.00479,-0.00932,-0.01997,251409,2016-04-04 00:03:10:554
1.97701,8.52875,4.61004,-0.00479,-0.00932,-0.01997,251509,2016-04-04 00:03:10:654
1.93152,8.56226,4.52025,0.02024,-0.00186,-0.02903,251609,2016-04-04 00:03:10:754
1.9393,8.58561,4.54958,-0.00293,-0.00719,-0.02397,251710,2016-04-04 00:03:10:855
1.92973,8.57424,4.52325,0.00905,-0.00213,-0.0237,251810,2016-04-04 00:03:10:955
1.91776,8.5904,4.49691,0.00533,-0.00293,-0.0261,251909,2016-04-04 00:03:11:054
1.89381,8.61972,4.51965,0.02823,-8.0E-4,-0.03009,252010,2016-04-04 00:03:11:155
1.89381,8.61972,4.51965,0.02823,-8.0E-4,-0.03009,252110,2016-04-04 00:03:11:255
1.87646,8.63409,4.5023,0.00613,-0.00133,-0.03329,252209,2016-04-04 00:03:11:354
1.90459,8.6317,4.46578,-0.00666,-0.0032,-0.0269,252309,2016-04-04 00:03:11:454
1.91416,8.61254,4.41072,-0.00719,-0.00133,-0.02583,252409,2016-04-04 00:03:11:554
1.85551,8.65265,4.46399,-0.00905,-0.00373,-0.0229,252510,2016-04-04 00:03:11:655
1.89441,8.59698,4.45381,-0.03382,-8.0E-4,-0.0245,252609,2016-04-04 00:03:11:754
1.89441,8.59698,4.45381,-0.03382,-8.0E-4,-0.0245,252711,2016-04-04 00:03:11:856
1.95846,8.6287,4.49272,-0.02397,-0.00426,-0.01971,252809,2016-04-04 00:03:11:954
1.88124,8.62212,4.47596,-0.02743,-0.01225,-0.00826,252910,2016-04-04 00:03:12:055
1.90159,8.55089,4.63936,-0.0237,-0.00426,-0.02477,253009,2016-04-04 00:03:12:154
1.95187,8.60476,4.55138,-0.00852,-0.0032,-0.02557,253109,2016-04-04 00:03:12:254
1.89322,8.58082,4.48494,-0.01145,-0.00826,-0.01518,253209,2016-04-04 00:03:12:354
1.901,8.60237,4.57352,-0.01332,-0.00346,-0.0261,253309,2016-04-04 00:03:12:454
1.901,8.60237,4.57352,-0.01332,-0.00346,-0.0261,253410,2016-04-04 00:03:12:555
1.94649,8.57962,4.58609,-0.01625,0.00213,-0.0253,253509,2016-04-04 00:03:12:654
1.91476,8.58381,4.47776,-0.02423,-0.00852,-0.01039,253610,2016-04-04 00:03:12:755
1.93212,8.6281,4.67408,-0.01119,-0.00373,-0.02663,253709,2016-04-04 00:03:12:854
1.90818,8.56047,4.57951,-0.01518,0.00186,-0.02503,253810,2016-04-04 00:03:12:955
1.90818,8.56047,4.57951,-0.01518,0.00186,-0.02503,253909,2016-04-04 00:03:13:054
1.97462,8.5455,4.62979,-0.00426,-2.7E-4,-0.01944,254010,2016-04-04 00:03:13:155
1.91835,8.57124,4.60884,8.0E-4,0.00346,-0.0261,254109,2016-04-04 00:03:13:254
1.93033,8.60297,4.52803,0.0229,0.00213,-0.03169,254209,2016-04-04 00:03:13:354
1.91835,8.58321,4.52504,0.01065,-0.00266,-0.02397,254309,2016-04-04 00:03:13:454
1.92135,8.58022,4.49571,0.00586,-0.00293,-0.02583,254409,2016-04-04 00:03:13:554
1.91596,8.60835,4.48973,0.00373,0.0,-0.02796,254509,2016-04-04 00:03:13:654
1.91596,8.60835,4.48973,0.00373,0.0,-0.02796,254610,2016-04-04 00:03:13:755
1.93092,8.61194,4.45082,0.00959,-0.00293,-0.02983,254709,2016-04-04 00:03:13:854
1.901,8.64307,4.57173,-0.00826,-0.00107,-0.01971,254810,2016-04-04 00:03:13:955
1.88723,8.6299,4.46399,-0.01172,-0.00506,-0.02131,254909,2016-04-04 00:03:14:054
1.89681,8.63289,4.48793,-0.02397,-0.00772,-0.02264,255011,2016-04-04 00:03:14:156
1.92135,8.61135,4.58011,-0.01838,-0.01758,-0.02477,255109,2016-04-04 00:03:14:254
1.92135,8.61135,4.58011,-0.01838,-0.01758,-0.02477,255211,2016-04-04 00:03:14:356
1.90399,8.61254,4.46339,-0.01758,0.00266,-0.02104,255310,2016-04-04 00:03:14:455
1.9405,8.63349,4.48614,-0.03036,-0.01012,-0.01651,255409,2016-04-04 00:03:14:554
1.94649,8.59698,4.51606,-0.02477,-0.00399,-0.01704,255509,2016-04-04 00:03:14:654
1.92793,8.62631,4.58071,-0.02051,-0.00533,-0.02264,255612,2016-04-04 00:03:14:757
1.92494,8.55089,4.47416,0.01172,-0.00426,-0.01944,255709,2016-04-04 00:03:14:854
1.92494,8.55089,4.47416,0.01172,-0.00426,-0.01944,255809,2016-04-04 00:03:14:954
1.90997,8.56167,4.57592,-0.01545,2.7E-4,-0.0237,255909,2016-04-04 00:03:15:054
1.95846,8.55448,4.60465,-0.01491,-0.00453,-0.01838,256010,2016-04-04 00:03:15:155
1.94409,8.5491,4.56095,-5.3E-4,-0.00186,-0.01784,256109,2016-04-04 00:03:15:254
1.91716,8.56286,4.57771,0.00826,0.00666,-0.0277,256209,2016-04-04 00:03:15:354
1.95068,8.55807,4.59747,-0.01385,-0.00533,-0.02237,256309,2016-04-04 00:03:15:454
1.95068,8.55807,4.59747,-0.01385,-0.00533,-0.02237,256409,2016-04-04 00:03:15:554
1.94289,8.5455,4.57951,-2.7E-4,-0.00133,-0.02264,256511,2016-04-04 00:03:15:656
1.94349,8.58561,4.58071,0.00959,0.00506,-0.02423,256610,2016-04-04 00:03:15:755
1.93152,8.57783,4.48554,0.00905,-0.00107,-0.0277,256710,2016-04-04 00:03:15:855
1.97701,8.58561,4.52863,0.00799,-0.00826,-0.02583,256809,2016-04-04 00:03:15:954
1.94828,8.60177,4.55078,0.01864,-0.00213,-0.0261,256909,2016-04-04 00:03:16:054
1.94828,8.60177,4.55078,0.01864,-0.00213,-0.0261,257009,2016-04-04 00:03:16:154
1.91416,8.58561,4.52444,0.00692,-0.00533,-0.02637,257110,2016-04-04 00:03:16:255
1.90219,8.61853,4.45202,0.03169,-0.0024,-0.03649,257210,2016-04-04 00:03:16:355
1.91117,8.6281,4.44603,0.00613,-0.00373,-0.0261,257310,2016-04-04 00:03:16:455
1.91357,8.61733,4.43167,2.7E-4,-0.00799,-0.03009,257409,2016-04-04 00:03:16:554
1.92135,8.6287,4.45501,-0.01518,-0.01864,-0.02423,257509,2016-04-04 00:03:16:654
1.92135,8.6287,4.45501,-0.01518,-0.01864,-0.02423,257610,2016-04-04 00:03:16:755
1.91596,8.64905,4.45322,-0.00932,-0.00426,-0.0221,257709,2016-04-04 00:03:16:854
1.83994,8.6287,4.53282,-0.04128,-5.3E-4,-0.01491,257809,2016-04-04 00:03:16:954
1.88244,8.60716,4.54539,-0.03835,-0.00826,-0.01678,257909,2016-04-04 00:03:17:054
1.96145,8.57304,4.51068,-0.03435,-0.00479,-0.0229,258009,2016-04-04 00:03:17:154
1.91357,8.61135,4.5843,-0.01518,-0.00426,-0.01838,258109,2016-04-04 00:03:17:254
1.91357,8.61135,4.5843,-0.01518,-0.00426,-0.01838,258209,2016-04-04 00:03:17:354
1.91237,8.60835,4.5825,-0.02264,-0.01332,-0.01917,258311,2016-04-04 00:03:17:456
1.92434,8.58561,4.55856,-0.01598,-0.00746,-0.02264,258410,2016-04-04 00:03:17:555
1.93033,8.5868,4.55437,-0.01571,-0.0032,-0.02157,258510,2016-04-04 00:03:17:655
1.93452,8.58202,4.53043,-0.01065,0.0,-0.02104,258609,2016-04-04 00:03:17:754
1.91057,8.57483,4.50768,-0.01198,-0.0016,-0.02104,258710,2016-04-04 00:03:17:855
1.91057,8.57483,4.50768,-0.01198,-0.0016,-0.02104,258810,2016-04-04 00:03:17:955
1.99617,8.53353,4.55736,-0.01678,-0.00266,-0.02157,258910,2016-04-04 00:03:18:055
1.9411,8.57184,4.57532,-0.01092,-0.00639,-0.02184,259009,2016-04-04 00:03:18:154
1.94888,8.55688,4.57113,-0.00559,-0.00293,-0.0253,259109,2016-04-04 00:03:18:254
1.96145,8.58321,4.55018,0.03036,-5.3E-4,-0.0277,259209,2016-04-04 00:03:18:354
1.95427,8.56945,4.51187,0.00613,-0.00586,-0.0261,259309,2016-04-04 00:03:18:454
1.95427,8.56945,4.51187,0.00613,-0.00586,-0.0261,259410,2016-04-04 00:03:18:555
1.95906,8.55388,4.55018,0.00879,-0.0016,-0.02663,259509,2016-04-04 00:03:18:654
1.93272,8.60656,4.5005,0.00533,-0.00293,-0.0269,259609,2016-04-04 00:03:18:754
1.95487,8.61194,4.49092,0.00799,-0.00453,-0.0285,259710,2016-04-04 00:03:18:855
1.91117,8.65683,4.64355,0.00346,-0.00479,-0.0237,259809,2016-04-04 00:03:18:954
1.90698,8.6305,4.43346,0.00719,-0.00133,-0.03542,259909,2016-04-04 00:03:19:054
1.90698,8.6305,4.43346,0.00719,-0.00133,-0.03542,260010,2016-04-04 00:03:19:155
1.90159,8.62751,4.45681,-0.00905,-0.00373,-0.02051,260109,2016-04-04 00:03:19:254
1.90219,8.6299,4.46459,-0.01491,-0.00692,-0.0229,260209,2016-04-04 00:03:19:354
1.91955,8.61434,4.54539,-0.01065,0.00107,-0.03089,260310,2016-04-04 00:03:19:455
1.91895,8.60955,4.48913,-0.03276,-0.00426,-0.01465,260409,2016-04-04 00:03:19:554
1.91416,8.59997,4.51666,-0.02237,-0.01198,-0.02184,260509,2016-04-04 00:03:19:654
1.91416,8.59997,4.51666,-0.02237,-0.01198,-0.02184,260609,2016-04-04 00:03:19:754
1.92374,8.57962,4.55018,-0.02503,-0.00559,-0.01838,260709,2016-04-04 00:03:19:854
1.90638,8.5898,4.49571,-0.01731,0.00266,-0.02131,260810,2016-04-04 00:03:19:955
1.92254,8.61613,4.57173,-0.01838,-0.00586,-0.02157,260910,2016-04-04 00:03:20:055
1.9818,8.57603,4.59806,-0.02157,-0.00293,-0.01838,261009,2016-04-04 00:03:20:154
1.88903,8.57483,4.58609,-0.01997,-0.00266,-0.0229,261110,2016-04-04 00:03:20:255
1.94589,8.56047,4.56993,0.00559,0.00266,-0.02716,261210,2016-04-04 00:03:20:355
1.94589,8.56047,4.56993,0.00559,0.00266,-0.02716,261309,2016-04-04 00:03:20:454
1.94708,8.56825,4.57771,-0.00479,-0.00692,-0.0229,261409,2016-04-04 00:03:20:554
1.93571,8.5904,4.58071,-0.00826,-0.00533,-0.02264,261509,2016-04-04 00:03:20:654
1.88783,8.58561,4.60884,-0.00879,-0.00772,-0.02264,261609,2016-04-04 00:03:20:754
1.94469,8.59578,4.59926,-0.0016,-0.00426,-0.0245,261709,2016-04-04 00:03:20:854
1.94649,8.5473,4.52205,0.03755,-0.00186,-0.02743,261809,2016-04-04 00:03:20:954
1.95546,8.60536,4.5418,0.03755,-0.00186,-0.02743,261909,2016-04-04 00:03:21:054
1.92374,8.59159,4.56874,0.01651,5.3E-4,-0.03143,262009,2016-04-04 00:03:21:154
1.88424,8.6287,4.51487,0.00799,-0.00107,-0.02956,262109,2016-04-04 00:03:21:254
1.88424,8.6287,4.51487,0.01012,-0.00426,-0.02716,262209,2016-04-04 00:03:21:354
1.96803,8.58262,4.52803,0.01704,-0.00107,-0.03036,262309,2016-04-04 00:03:21:454
1.91117,8.63768,4.51187,-0.01065,-0.00826,-0.0253,262409,2016-04-04 00:03:21:554
1.91117,8.61913,4.46459,-0.01065,-0.00826,-0.0253,262510,2016-04-04 00:03:21:655
1.90758,8.61374,4.43945,0.00266,-0.00346,-0.02503,262610,2016-04-04 00:03:21:755
1.88424,8.66043,4.47177,-0.01545,-0.0032,-0.0237,262709,2016-04-04 00:03:21:854
1.88424,8.66043,4.47177,-0.02264,0.00479,-0.02317,262809,2016-04-04 00:03:21:954
1.88244,8.60117,4.458,-0.01917,-0.00373,-0.0253,262910,2016-04-04 00:03:22:055
1.88843,8.59818,4.46459,-0.02983,-0.00799,-0.01518,263009,2016-04-04 00:03:22:154
1.93332,8.55927,4.50529,-0.02983,-0.00799,-0.01518,263109,2016-04-04 00:03:22:254
1.92254,8.61793,4.53163,-0.02024,-5.3E-4,-0.0229,263210,2016-04-04 00:03:22:355
